title,movieId,budget
Swiss Family Robinson,18444,0
That Darn Cat!,20723,0
"20,000 Leagues Under the Sea",173,5000000
Cool Runnings,864,14000000
Angels in the Outfield,24795,0
Cinderella,11224,2900000
Winnie the Pooh and the Blustery Day,81310,0
The Three Caballeros,15947,0
The Sword in the Stone,9078,3000000
So Dear to My Heart,29682,0
Robin Hood: Prince of Thieves,8367,48000000
Mary Poppins,433,6000000
Dumbo,11360,812000
Pete's Dragon,11114,10000000
Bedknobs and Broomsticks,12335,20000000
Alice in Wonderland,12092,3000000
The Fox and the Hound,10948,12000000
Freeway,11229,3000000
The Sound of Music,15121,8200000
Die Hard,562,28000000
The Lawnmower Man,10163,10000000
Unhook the Stars,48862,0
Synthetic Pleasures,117036,0
The Secret Agent,47199,0
Secrets & Lies,11159,4500000
That Thing You Do!,9591,0
To Gillian on Her 37th Birthday,30500,0
Surviving Picasso,41843,16000000
Love Is All There Is,55058,0
Beautiful Thing,10938,0
The Long Kiss Goodnight,11412,65000000
The Ghost and the Darkness,10586,50000000
Looking for Richard,42314,0
Trees Lounge,27845,0
The Proprietor,108365,0
Normal Life,23223,0
Get on the Bus,49471,2400000
Shadow Conspiracy,38153,45000000
Jude,25147,7000000
Everyone Says I Love You,9716,20000000
Bitter Sugar,43777,0
Romeo + Juliet,454,14500000
Swingers,10218,200000
Sleepers,819,44000000
The Sunchaser,38191,0
Johns,56830,0
Aladdin and the King of Thieves,11238,0
The Woman in Question,27256,0
Shall We Dance,31530,0
A Damsel in Distress,66473,0
Crossfire,28120,0
"Murder, My Sweet",1834,0
Macao,26282,0
For the Moment,37218,120
Willy Wonka & the Chocolate Factory,252,3000000
The Sexual Life of the Belgians,116356,0
The Innocents,16372,0
Sleeper,11561,2000000
Bananas,11302,2000000
A Fish Called Wanda,623,7500000
Life of Brian,583,4000000
Victor/Victoria,12614,0
The Candidate,21711,0
The Great Race,11575,12000000
Bonnie and Clyde,475,2500000
The Old Man and the Sea,11331,0
Dial M for Murder,521,1400000
Madame Butterfly,21202,0
Dirty Dancing,88,6000000
Reservoir Dogs,500,1200000
Platoon,792,6000000
Weekend at Bernie's,8491,6500000
Basic Instinct,402,49000000
The Doors,10537,38000000
The Crying Game,11386,3705538
Glengarry Glen Ross,9504,12500000
Sophie's Choice,15764,12000000
E.T. the Extra-Terrestrial,601,10500000
The Search for One-eye Jimmy,67365,0
A Christmas Carol,25842,0
Days of Thunder,2119,60000000
Top Gun,744,15000000
American Strays,136311,0
Rebel Without a Cause,221,1500000
A Streetcar Named Desire,702,1800000
Children of the Corn IV: The Gathering,25750,0
The Leopard Son,17642,0
Charm's  Incidents,427043,0
Bird of Prey,146341,0
Microcosmos,9305,0
Palookaville,37616,0
The Associate,11112,0
The Funeral,21612,12500000
The Sleepover,141210,0
A Single Girl,102461,0
The Eighth Day,36998,0
North Star,200383,0
Drunks,116844,0
The People vs. Larry Flynt,1630,36000000
Glory Daze,26626,0
A Perfect Candidate,124837,0
On Golden Pond,11816,0
The Return of the Pink Panther,11843,5000000
Drop Dead Fred,10379,6788000
The Abyss,2756,70000000
The Fog,790,1000000
Escape from New York,1103,6000000
The Howling,11298,1000000
Jean de Florette,4480,4940939
Manon of the Spring,4481,0
Johnny 100 Pesos,49688,0
Private Benjamin,10765,0
Monty Python and the Holy Grail,762,400000
Hustler White,44497,0
Dadetown,85588,0
Everything Relative,278621,0
Entertaining Angels - The Dorothy Day Story,99479,0
Three Lives and Only One Death,55049,500000
The Line King: The Al Hirschfeld Story,124829,0
Snowriders,79306,0
Curtis's Charm,356054,0
When We Were Kings,10548,0
The Wrong Trousers,531,0
JLG/JLG: Self-Portrait in December,104931,0
The Return of Martin Guerre,4483,0
Faust,18919,0
He Walked by Night,31556,0
Raw Deal,26167,0
T-Men,26174,0
The Children Are Watching Us,61461,0
Pastoral Symphony,117500,0
Here Comes Cookie,218713,0
Love In Bloom,217802,0
Six of a Kind,127973,0
The Tin Drum,659,0
The Ruling Class,30892,0
Mina Tannenbaum,86369,0
2 or 3 Things I Know About Her,8074,0
The Bloody Child,124676,0
Dear God,38554,0
Bad Moon,49763,7000000
American Dream,41326,0
Best of the Best 3: No Turning Back,36555,0
Bob Roberts,10608,0
Cinema Paradiso,11216,0
"The Cook, the Thief, His Wife & Her Lover",7452,0
Dead Tired,64567,0
Delicatessen,892,4000000
The Double Life of Veronique,1600,0
Enchanted April,26561,0
Paths of Glory,975,935000
The Grifters,18129,0
Hear My Song,54405,0
The Shooter,150823,0
The English Patient,409,27000000
Mediterraneo,38251,0
My Left Foot: The Story of Christy Brown,10161,645180
"Sex, Lies, and Videotape",1412,1200000
Passion Fish,41768,0
Strictly Ballroom,10409,3000000
The Thin Blue Line,14285,0
Tie Me Up! Tie Me Down!,2469,0
Madonna: Truth or Dare,10174,4
Paris is Burning,31225,500000
One Flew Over the Cuckoo's Nest,510,3000000
Up in Smoke,11455,0
The Empire Strikes Back,1891,18000000
The Princess Bride,2493,16000000
Raiders of the Lost Ark,85,18000000
Brazil,68,15000000
Aliens,679,18500000
"The Good, the Bad and the Ugly",429,1200000
Withnail & I,13446,0
12 Angry Men,389,350000
Lawrence of Arabia,947,15000000
A Clockwork Orange,185,2200000
To Kill a Mockingbird,595,2000000
Apocalypse Now,28,31500000
Once Upon a Time in the West,335,5000000
Return of the Jedi,1892,32350000
Wings of Desire,144,2500000
The Third Man,1092,0
GoodFellas,769,25000000
Alien,348,11000000
Army of Darkness,766,11000000
The Big Blue,175,0
Ran,11645,11500000
The Killer,10835,0
Psycho,539,806948
The Blues Brothers,525,27000000
The Godfather: Part II,240,13000000
Full Metal Jacket,600,17000000
A Grand Day Out,530,0
Henry V,10705,9000000
Amadeus,279,18000000
The Quiet Man,3109,0
Once Upon a Time in America,311,30000000
Raging Bull,1578,18000000
Annie Hall,703,4000000
The Right Stuff,9549,27000000
Stalker,1398,0
Das Boot,387,14000000
The Sting,9277,5500000
Harold and Maude,343,1200000
Trust,37291,700000
The Seventh Seal,490,0
Local Hero,11235,0
The Terminator,218,6400000
Braindead,763,3000000
Glory,9665,18000000
Rosencrantz & Guildenstern Are Dead,18971,0
Manhattan,696,0
Miller's Crossing,379,14000000
Dead Poets Society,207,16400000
The Graduate,37247,3000000
Touch of Evil,1480,829000
La Femme Nikita,9322,0
The Bridge on the River Kwai,826,3000000
8½,422,0
Chinatown,829,6000000
The Day the Earth Stood Still,828,1200000
The Treasure of the Sierra Madre,3090,3800000
Bad Taste,9964,25710
Duck Soup,3063,0
Better Off Dead...,13667,0
The Shining,694,19000000
Stand by Me,235,8000000
M,832,0
Evil Dead II,765,3600000
The Great Escape,5925,4000000
The Deer Hunter,11778,15000000
Diva,4485,0
Groundhog Day,137,14600000
Unforgiven,33,14000000
The Manchurian Candidate,982,80000000
Pump up the Volume,8428,0
Arsenic and Old Lace,212,1120175
Back to the Future,105,19000000
Fried Green Tomatoes,1633,11000000
Patton,11202,12000000
Down by Law,1554,0
Akira,149,8000000
Highlander,8009,16000000
Cool Hand Luke,903,3000000
Cyrano de Bergerac,11673,0
Young Frankenstein,3034,2800000
Night on Earth,339,3500000
Raise the Red Lantern,10404,0
The Great Dictator,914,2000000
Fantasia,756,2280000
High Noon,288,730000
The Big Sleep,910,0
Heathers,2640,0
Somewhere in Time,16633,5100000
Ben-Hur,665,15000000
This Is Spinal Tap,11031,2500000
Koyaanisqatsi,11314,0
Some Kind of Wonderful,15143,0
Indiana Jones and the Last Crusade,89,48000000
Being There,10322,0
Gandhi,783,22000000
The Unbearable Lightness of Being,10644,17000000
A Room with a View,11257,3000000
Real Genius,14370,0
Pink Floyd: The Wall,12104,12000000
The Killing Fields,625,14400000
My Life as a Dog,8816,0
Forbidden Planet,830,1900000
Field of Dreams,2323,0
The Man Who Would Be King,983,0
Butch Cassidy and the Sundance Kid,642,6000000
"Paris, Texas",655,1746964
Until the End of the World,10341,23000000
When Harry Met Sally...,639,16000000
I Shot a Man in Vegas,266022,0
Parallel Sons,168450,0
Hype!,30180,0
Santa with Muscles,31388,0
Female Perversions,41801,0
Mad Dog Time,66034,0
Breathing Room,348138,0
Paris Was a Woman,96288,0
I'm Not Rappaport,61536,0
Blue Juice,18762,0
Kids of Survival,331367,0
Alien³,8077,50000000
An American Werewolf in London,814,10000000
Amityville: It's About Time,41671,0
Amityville 3-D,27214,0
Amityville: Dollhouse,52263,0
Amityville: A New Generation,33519,1500000
Amityville II: The Possession,16235,0
The Amityville Horror,11449,0
The Amityville Curse,41848,0
Blood for Dracula,25944,0
April Fool's Day,24913,5000000
Audrey Rose,49126,0
The Believers,32076,0
The Birds,571,2500000
The Blob,8851,240000
Blood Beach,37843,2000000
Body Parts,32146,0
The Body Snatcher,30346,0
Dracula,6114,40000000
Bride of Frankenstein,229,393750
Burnt Offerings,13549,0
Candyman,9529,6000000
Cape Fear,1598,35000000
Cape Fear,11349,0
Carrie,7340,1800000
Cat People,6217,0
A Nightmare on Elm Street,377,1800000
Nosferatu,653,0
Vampire in Venice,28198,0
The Omen,794,2800000
Blood and Wine,31640,26000000
Albino Alligator,8744,6000000
The Mirror Has Two Faces,25189,42000000
Breaking the Waves,145,0
Nightwatch,2212,0
Star Trek: First Contact,199,46000000
Shine,7863,0
Sling Blade,12498,1000000
Jingle All the Way,9279,60000000
Identification of a Woman,53234,0
Paradise Lost: The Child Murders at Robin Hood Hills,17204,0
The Preacher's Wife,21539,40000000
Zero Kelvin,85589,2535000
Ridicule,12709,3000000
The Crucible,20539,25000000
101 Dalmatians,11674,54000000
The Forbidden Christ,199512,0
I Can't Sleep,64900,0
Die Hard 2,1573,70000000
Star Trek: The Motion Picture,152,35000000
Star Trek VI: The Undiscovered Country,174,27000000
Star Trek V: The Final Frontier,172,30000000
Star Trek II: The Wrath of Khan,154,12000000
Star Trek III: The Search for Spock,157,18000000
Star Trek IV: The Voyage Home,168,24000000
Batman Returns,364,80000000
Young Guns,11967,13000000
Young Guns II,9086,20000000
Grease,621,6000000
Grease 2,9037,13200000
Marked for Death,10173,12000000
Adrenalin: Fear the Rush,55687,0
The Substance of Fire,168535,0
Under Siege,8845,35000000
Terror in a Texas Town,46681,0
Jaws,578,7000000
Jaws 2,579,20000000
Jaws 3-D,17692,20500000
My Fellow Americans,17795,0
Mars Attacks!,75,70000000
Citizen Ruth,13891,3000000
Jerry Maguire,9390,50000000
Raising Arizona,378,6000000
Tin Men,10896,0
Sneakers,2322,0
Bastard Out of Carolina,41240,0
In Love and War,26949,0
Marvin's Room,9819,23000000
Somebody Is Waiting,49799,0
Ghosts of Mississippi,31908,0
Night Falls on Manhattan,46027,0
Beavis and Butt-Head Do America,3179,12000000
La Cérémonie,1802,0
Scream,4232,14000000
The Last of the Mohicans,9361,40000000
Michael,2928,0
The Evening Star,30285,0
Hamlet,10549,0
Some Mother's Son,58102,0
The Whole Wide World,18451,1300000
Mother,27265,0
Thieves,49935,0
Evita,8818,55000000
The Portrait of a Lady,36758,0
Walkabout,36040,0
Message to Love: The Isle of Wight Festival,74239,0
Murder at 1600,9415,0
Hearts and Minds,55146,500000
Inside,303693,0
Fierce Creatures,12145,0
Zeus & Roxanne,42424,0
Turbulence,34314,55000000
Angel Baby,2892,0
First Strike,9404,0
Underworld,85242,0
Beverly Hills Ninja,9622,0
Metro,8860,55000000
The Machine,197537,0
Falling in Love Again,66597,0
The Cement Garden,14832,0
Dante's Peak,9619,116000000
Meet Wally Sparks,40506,0
Amos & Andrew,31000,0
Benny & Joon,4104,0
Prefontaine,26306,8000000
A Tickle in the Heart,203829,0
Guantanamera,43775,0
McHale's Navy,14908,0
Kolya,784,0
Gridlock'd,12489,0
Fire on the Mountain,168283,0
Waiting for Guffman,16448,0
Prisoner of the Mountains,55936,0
The Beautician and the Beast,17894,16000000
SubUrbia,28059,0
Hotel de Love,58911,0
The Pest,17949,17000000
Fools Rush In,1968,0
Touch,61563,0
Absolute Power,66,50000000
That Darn Cat,20735,0
Vegas Vacation,11419,25000000
Unforgotten: Twenty-Five Years After Willowbrook,333165,0
That Old Feeling,25796,0
Lost Highway,638,15000000
Rosewood,25624,30000000
Donnie Brasco,9366,35000000
Salut cousin !,60083,0
Booty Call,21915,0
Rhyme & Reason,90928,0
Boys Life 2,50091,0
City of Industry,18420,8000000
Best Men,19952,1000000
Jungle 2 Jungle,9446,0
Kama Sutra - A Tale of Love,28005,3000000
Private Parts,9403,28000000
Love Jones,27322,10000000
The Saint,10003,68000000
Smilla's Sense of Snow,9311,35000000
The Van,11844,0
Crash,884,10000000
The Daytrippers,49806,0
Liar Liar,1624,45000000
The Quiet Room,88423,0
Selena,16052,20000000
The Devil's Own,4477,90000000
Cats Don't Dance,24662,32000000
B.A.P.S.,18423,0
Love and Other Catastrophes,76996,0
Turbo: A Power Rangers Movie,6499,10000000
Anna Karenina,50512,35000000
Double Team,9405,30000000
Inventing the Abbotts,12723,0
Anaconda,9360,45000000
Grosse Pointe Blank,9434,0
Keys to Tulsa,118991,0
Kissed,21626,0
8 Heads in a Duffel Bag,13982,0
Hollow Reed,93946,0
Paradise Road,77223,16000000
Traveller,31465,0
All Over Me,12793,0
A Brother's Kiss,102878,0
A Chef in Love,105763,0
Romy and Michele's High School Reunion,9611,0
Temptress Moon,47694,0
Volcano,10357,90000000
Children of the Revolution,9977,0
Austin Powers: International Man of Mystery,816,16500000
Breakdown,2163,36000000
Broken English,124680,0
Commandments,16399,0
Ripe,124843,0
"Truth or Consequences, N.M.",31017,0
The Turning,24645,0
Warriors of Virtue,49478,0
Fathers' Day,12499,85000000
The Fifth Element,18,90000000
Intimate Relations,68545,0
Nowhere,1811,0
Losing Chase,109614,0
Sprung,60082,0
The Promise,105045,0
Le Bonheur,53023,0
Love! Valour! Compassion!,64802,2000000
Shall We Dance?,11239,0
The Second Jungle Book: Mowgli & Baloo,50850,0
Twin Town,15321,0
Addicted to Love,2058,0
Brassed Off,9450,0
The Designated Mourner,125021,0
The Lost World: Jurassic Park,330,73000000
Ponette,38523,0
Schizopolis,16375,0
Shiloh,33660,0
The War at Home,59232,0
Rough Magic,45671,0
Trial and Error,17770,0
Buddy,15170,0
Con Air,1701,75000000
Late Bloomers,201445,0
The Pillow Book,26422,0
To Have (Or Not),124642,0
Speed 2: Cruise Control,1639,160000000
Squeeze,49235,500000
Sudden Manhattan,106129,0
The Next Step,291634,0
Wedding Bell Blues,107743,0
Batman & Robin,415,125000000
Dream with the Fishes,47686,0
Roseanna's Grave,65889,0
Head Above Water,11103,0
Hercules,11970,85000000
The Last Time I Committed Suicide,34941,0
MURDER and murder,407992,0
My Best Friend's Wedding,8874,38000000
Tetsuo II: Body Hammer,17991,0
When the Cat's Away,11956,0
Contempt,266,900000
Face/Off,754,80000000
Fall,37567,0
Gabbeh,43771,0
Mondo,124834,0
The Innocent Sleep,249358,0
For Ever Mozart,111367,0
Men in Black,607,90000000
Out to Sea,18080,0
Wild America,38225,0
A Simple Wish,17834,28000000
Contact,686,90000000
Love Serenade,65046,0
G.I. Jane,4421,50000000
Conan the Barbarian,9387,20000000
George of the Jungle,10603,55000000
Cop Land,2142,15000000
Event Horizon,8413,60000000
Spawn,10336,40000000
Air Bud,20737,3000000
Picture Perfect,9413,19000000
In the Company of Men,14585,0
Free Willy 3: The Rescue,18519,0
Career Girls,49462,0
Conspiracy Theory,8834,75000000
Desperate Measures,9458,50000000
Steel,8854,16000000
She's So Lovely,38295,18000000
Hoodlum,22073,30000000
Leave it to Beaver,37244,0
Mimic,4961,30000000
Money Talks,9416,0
Excess Baggage,26180,0
Kull the Conqueror,17832,0
Air Force One,9772,85000000
One Eight Seven,6072,20000000
The Hunt for Red October,1669,30000000
My Own Private Idaho,468,2500000
"Kiss Me, Guido",32519,0
Star Maps,108401,0
In & Out,10806,35000000
The Edge,9433,0
The Peacemaker,6623,50000000
L.A. Confidential,2118,35000000
Seven Years in Tibet,978,70000000
Kiss the Girls,9437,27000000
Soul Food,29461,0
Kicked in the Head,56651,0
Wishmaster,10351,5000000
A Thousand Acres,66588,0
The Game,2649,50000000
Fire Down Below,14289,60000000
U Turn,10155,19000000
The Locusts,75250,0
The Matchmaker,20457,0
The Assignment,18355,0
A Smile Like Yours,33657,0
Ulee's Gold,55306,0
The Ice Storm,68924,18000000
Stag,36434,0
Chasing Amy,2255,250000
Def Jam's How to Be a Player,28353,0
The Full Monty,9427,3500000
Alive and Kicking,172545,0
Mrs Brown,17589,0
I Know What You Did Last Summer,3597,17000000
The Devil's Advocate,1813,57000000
RocketMan,36797,16000000
Playing God,12628,12000000
The House of Yes,33344,1500000
"Fast, Cheap & Out of Control",25099,0
Washington Square,45019,0
Telling Lies In America,63437,0
Year of the Horse,62422,0
Gattaca,782,36000000
FairyTale: A True Story,29911,0
Phantoms,9827,0
Swept from the Sea,1959,0
Wonderland,251481,0
A Life Less Ordinary,8067,12000000
Hurricane Streets,125052,0
Eve's Bayou,45153,0
Switchback,10871,37000000
Gang Related,14398,0
Stripes,10890,10000000
Nenette and Boni,99002,0
Bean,1281,18000000
Hugo Pool,32332,0
Mad City,9770,50000000
One Night Stand,12616,24000000
The Tango Lesson,34838,0
Welcome to Sarajevo,14905,0
Deceiver,14583,0
The Rainmaker,11975,40000000
Boogie Nights,4995,15000000
Witness,9281,12000000
Incognito,45928,0
Starship Troopers,563,105000000
Critical Care,61337,0
The Joy Luck Club,19931,11000000
Chairman of the Board,31535,0
Sliding Doors,10215,6000000
Mortal Kombat: Annihilation,9823,30000000
The Truman Show,37165,60000000
The Wings of the Dove,45609,0
Mrs. Dalloway,38904,0
"I Love You, I Love You Not",45565,0
Red Corner,9407,48000000
The Jackal,4824,60000000
Anastasia,9444,53000000
The Man Who Knew Too Little,9414,20000000
Alien: Resurrection,8078,70000000
Alien Escape,29938,1000000
Amistad,11831,36000000
The Apostle,2895,5000000
Artemisia,39177,0
Bent,19601,0
Bang,124606,0
The Boys,42832,0
The Butcher Boy,22797,0
Deconstructing Harry,2639,20000000
Flubber,9574,80000000
For Richer or Poorer,10371,35000000
Good Will Hunting,489,10000000
Guy,167738,0
Tar,293820,0
Home Alone 3,9714,32000000
Ill Gotten Gains,102406,0
Man of Her Dreams,170430,0
Midnight in the Garden of Good and Evil,8197,35000000
MouseHunt,6283,38000000
Never Met Picasso,279698,0
Office Killer,49728,0
Other Voices Other Rooms,64562,0
Scream 2,4233,24000000
Stranger in the House,191874,0
The Sweet Hereafter,10217,5000000
Time Tracers,438108,0
Titanic,597,200000000
Tomorrow Never Dies,714,110000000
Twisted,52537,0
Full Speed,12799,0
The Education of Little Tree,62394,0
The Postman,9922,80000000
The Horse Whisperer,547,60000000
The Winter Guest,25994,0
Jackie Brown,184,12000000
Kundun,9746,28000000
Mr. Magoo,9438,30000000
The Big Lebowski,115,15000000
Afterglow,26941,0
My Life in Pink,27103,0
Great Expectations,9410,25000000
3 Ninjas: High Noon at Mega Mountain,32302,0
Men of Means,216794,0
Caught Up,88863,0
Arguing the World,154821,0
Firestorm,41417,19000000
Senseless,12538,0
Wag the Dog,586,15000000
Dark City,2666,27000000
The Leading Man,46338,0
Star Kid,54007,0
Hard Rain,11258,70000000
Half Baked,9490,8000000
Fallen,9411,0
Shooting Fish,25719,3000000
The Prophecy II,9033,0
Fallen Angels,11220,0
Four Days in September,21253,0
Spice World,6116,25000000
Deep Rising,9457,45000000
Tainted,281289,0
A Letter from Death Row,43911,0
Music from Another Room,39424,0
Mother and Son,44361,0
The Replacement Killers,11702,30000000
B. Monkey,2923,0
The Night Flier,12238,1000000
Blues Brothers 2000,11568,28000000
Tokyo Fist,41577,0
Ride,66894,0
The Wedding Singer,11003,18000000
Sphere,10153,75000000
Ayn Rand: A Sense of Life,49645,0
A Further Gesture,47112,0
Little City,102732,0
Palmetto,30949,0
As Good as It Gets,2898,50000000
King of New York,9558,1000000
A Paralyzing Fear: The Story of Polio in America,83593,0
Men with Guns,320011,0
Twilight,26269,0
U.S. Marshals,11808,60000000
Welcome to Woop Woop,6970,0
Love and Death on Long Island,47452,0
Midaq Alley,18205,0
In God's Hands,36943,0
Everest,21736,0
Hush,17941,0
Suicide Kings,10668,0
The Man in the Iron Mask,9313,0
The Newton Boys,42807,27000000
Wild Things,617,20000000
Paulie,36568,0
"A Cool, Dry Place",37272,0
Fireworks,5910,0
Primary Colors,9440,65000000
"Niagara, Niagara",53092,0
Wide Awake,32911,6000000
A Price Above Rubies,44308,0
Eden,124821,0
Two Girls and a Guy,32456,1000000
No Looking Back,93350,0
Storefront Hitchcock,62695,0
The Proposition,32144,147773
The Object of My Affection,17127,15000000
Meet the Deedles,40688,24000000
Homegrown,17133,0
The Players Club,19848,0
Barney's Great Adventure,17644,0
The Big One,1774,0
Chinese Box,30265,0
Lost in Space,2157,80000000
Heaven's Burning,70581,0
Mercury Rising,8838,60000000
The Spanish Prisoner,29193,10000000
City of Angels,795,55000000
The Last Days of Disco,16980,8000000
The Odd Couple II,27472,0
My Giant,47881,0
He Got Game,9469,25000000
The Gingerbread Man,12488,0
Illtown,98499,0
Slappy and the Stinkers,81367,0
Live Flesh,267,0
Zero Effect,16148,5000000
Nil by Mouth,21252,9000000
Ratchet,73135,0
The Borrowers,9449,29000000
Prince Valiant,6264,0
"I Love You, Don't Touch Me!",90414,0
Leather Jacket Love Story,188870,67000
Love Walked In,215373,0
"An Alan Smithee Film: Burn, Hollywood, Burn",78149,10000000
Kissing a Fool,15513,0
Krippendorf's Tribe,31220,0
Kurt & Courtney,13907,0
The Real Blonde,29825,0
Mr. Nice Guy,10622,12716953
Taste of Cherry,30020,0
Character,17139,4500000
Junk Mail,34582,0
Species II,10216,35000000
Major League: Back to the Minors,9771,0
Sour Grapes,24560,0
Wild Man Blues,76330,0
The Big Hit,9448,13000000
Tarzan and the Lost City,38618,0
Black Dog,18316,0
"Dancer, Texas Pop. 81",78373,0
A Friend of the Deceased,77514,0
Go Now,49474,0
Les Misérables,4415,0
Still Breathing,39467,0
Clockwatchers,55561,0
Deep Impact,8656,75000000
Little Men,209345,0
Woo,58680,13000000
The Hanging Garden,35161,0
Lawn Dogs,35796,7000000
Quest for Camelot,18937,40000000
Godzilla,929,130000000
Bulworth,9452,30000000
Fear and Loathing in Las Vegas,1878,18500000
The Opposite of Sex,9844,5000000
I Got the Hook Up,40505,0
Almost Heroes,14342,0
Hope Floats,9715,0
Insomnia,26610,0
Little Boy Blue,20064,0
The Ugly,40961,0
A Perfect Murder,1965,60000000
Beyond Silence,312,0
Six Days Seven Nights,6068,70000000
Can't Hardly Wait,15037,10000000
Cousin Bette,50043,0
High Art,37636,0
The Land Girls,17044,0
Passion in the Desert,60951,0
Children of Heaven,21334,180000
Dear Jesse,416437,0
Dream for an Insomniac,32284,0
Hav Plenty,51955,0
Henry Fool,37410,0
Marie from the Bay of Angels,47481,0
Mr. Jealousy,53765,0
Mulan,10674,90000000
Resurrection Man,136134,0
The X Files,846,66000000
I Went Down,12655,0
Doctor Dolittle,3050,71000000
Out of Sight,1389,48000000
Picnic at Hanging Rock,11020,0
Smoke Signals,20862,0
Voyage to the Beginning of the World,108548,0
Buffalo '66,9464,1500000
Armageddon,95,140000000
Lethal Weapon 4,944,140000000
Madeline,35680,0
Small Soldiers,11551,40000000
Pi,473,60000
Whatever,102304,0
There's Something About Mary,544,23000000
Plan 9 from Outer Space,10513,60000
Wings,28966,2000000
The Broadway Melody,65203,379000
All Quiet on the Western Front,143,1250000
Cimarron,42861,0
Grand Hotel,33680,700000
Cavalcade,56164,1180280
Mutiny on the Bounty,12311,1950000
The Great Ziegfeld,43277,0
The Life of Emile Zola,43278,0
You Can't Take It With You,34106,1644736
How Green Was My Valley,43266,1250000
Mrs. Miniver,27367,1344000
Going My Way,17661,0
The Lost Weekend,28580,1250000
The Best Years of Our Lives,887,2100000
Gentleman's Agreement,33667,2000000
Hamlet,23383,750000
All the King's Men,25430,0
The Greatest Show on Earth,27191,4000000
From Here to Eternity,11426,1650000
On the Waterfront,654,910000
Marty,15919,343000
West Side Story,1725,6000000
Tom Jones,5769,1000000
A Man for All Seasons,874,3900000
In the Heat of the Night,10633,2000000
Oliver!,17917,10000000
Midnight Cowboy,3116,3600000
The French Connection,1051,1800000
Rocky,1366,1000000
Kramer vs. Kramer,12102,8000000
Ordinary People,16619,6000000
Chariots of Fire,9443,5500000
Terms of Endearment,11050,8000000
Out of Africa,606,31000000
The Last Emperor,746,23000000
Rain Man,380,25000000
Driving Miss Daisy,403,7500000
Take the Money and Run,11485,1500000
Klute,466,2500000
Repo Man,13820,1500000
Metropolitan,15389,225000
Labyrinth,13597,25000000
The Breakfast Club,2108,1000000
A Nightmare on Elm Street Part 2: Freddy's Revenge,10014,3000000
A Nightmare on Elm Street 3: Dream Warriors,10072,5000000
A Nightmare on Elm Street 4: The Dream Master,10131,7000000
A Nightmare on Elm Street 5: The Dream Child,10160,8000000
Freddy's Dead: The Final Nightmare,11284,11000000
Friday the 13th,4488,550000
Friday the 13th Part 2,9725,1250000
Friday the 13th Part III,9728,4000000
Friday the 13th: The Final Chapter,9730,2600000
Friday the 13th: A New Beginning,9731,2200000
Friday the 13th Part VI: Jason Lives,10225,3000000
Friday the 13th Part VII: The New Blood,10281,2800000
Friday the 13th Part VIII: Jason Takes Manhattan,10283,5000000
Halloween,948,300000
Halloween II,11281,2500000
Halloween III: Season of the Witch,10676,2500000
Halloween 4: The Return of Michael Myers,11357,5000000
Halloween 5: The Revenge of Michael Myers,11361,5000000
Prom Night,36599,1000000
Hello Mary Lou: Prom Night II,39929,0
Prom Night III: The Last Kiss,41828,0
Prom Night IV: Deliver Us from Evil,41769,0
Child's Play,10585,9000000
Child's Play 2,11186,13000000
Child's Play 3,11187,13000000
Poltergeist,609,10700000
Poltergeist II: The Other Side,11133,19000000
Poltergeist III,10306,10500000
The Exorcist,9552,8000000
Exorcist II: The Heretic,11586,14000000
The Exorcist III,11587,0
Lethal Weapon,941,15000000
Lethal Weapon 2,942,25000000
Lethal Weapon 3,943,35000000
Gremlins,927,11000000
Gremlins 2: The New Batch,928,50000000
The Goonies,9340,19000000
The Mask of Zorro,9342,95000000
Polish Wedding,38509,0
"This World, Then the Fireworks",60033,0
Soylent Green,12101,0
Metropolis,19,92620000
Back to the Future Part II,165,40000000
Back to the Future Part III,196,40000000
The Poseidon Adventure,551,5000000
Freaky Friday,16084,0
The Absent-Minded Professor,17984,0
The Apple Dumpling Gang Rides Again,22328,0
Babes in Toyland,32611,0
Bambi,3170,858000
Seven Samurai,346,2000000
Dangerous Liaisons,859,14000000
Dune,841,40000000
The Last Temptation of Christ,11051,7000000
The Godfather: Part III,242,54000000
The Rapture,1411,1227401
Lolita,9769,62000000
Disturbing Behavior,9424,15000000
Jane Austen's Mafia!,9835,10000000
Saving Private Ryan,857,70000000
Billy's Hollywood Screen Kiss,17539,0
East Palace West Palace,44322,0
The Million Dollar Duck,22777,0
The Barefoot Executive,20173,0
The Black Cauldron,10957,25000000
The Black Hole,9570,20000000
Blackbeard's Ghost,16249,0
Blank Check,13962,13000000
Candleshoe,14612,0
The Cat from Outer Space,19378,0
Cheetah,65157,5000000
The Computer Wore Tennis Shoes,29228,0
Condorman,19379,0
D2: The Mighty Ducks,11164,0
Darby O'Gill and the Little People,18887,0
The Devil and Max Devlin,40866,0
A Far Off Place,24736,0
Flight of the Navigator,10122,0
The Gnome-Mobile,24816,0
The Great Mouse Detective,9994,14000000
The Happiest Millionaire,25445,0
Herbie Goes Bananas,12129,0
Herbie Goes To Monte Carlo,14140,0
Hocus Pocus,10439,28000000
Honey I Blew Up the Kid,11158,40000000
"Honey, I Shrunk the Kids",9354,32000000
Hot Lead & Cold Feet,28736,0
In Search of the Castaways,34774,0
The Incredible Journey,37969,0
The Negotiator,9631,50000000
The Parent Trap,9820,0
